Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,235.00,0.30,0.75,0.05,0.15,0.10,0.15,694.00,8818.43,11.57,426600.00,286200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,237.50,0.45,0.50,0.20,0.20,0.20,-,4.00,51.37,0.07,10800.00,10800.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,240.00,0.20,0.45,0.05,0.10,0.10,0.10,535.00,6940.15,6.55,345600.00,124200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,242.50,0.40,0.40,0.10,0.15,0.15,-,17.00,222.82,0.20,16200.00,16200.00,216.30
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,229.80,-,-,-,5400.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,229.80,-,-,-,5400.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,229.80,-,-,-,21600.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,229.80,-,-,-,5400.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,170.00,52.60,58.70,51.70,58.70,58.70,229.80,11.00,134.19,33.21,140400.00,-32400.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,229.80,-,-,-,37800.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,175.00,46.45,52.05,46.40,51.80,51.80,229.80,8.00,97.44,21.84,243000.00,-21600.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,177.50,49.55,51.25,49.30,51.25,51.25,229.80,8.00,98.21,21.53,48600.00,-16200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,180.00,38.80,50.60,38.80,48.55,48.55,229.80,36.00,442.62,92.70,723600.00,-172800.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,182.50,47.15,47.15,47.15,47.15,47.15,229.80,4.00,49.60,10.18,118800.00,21600.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,185.00,44.50,45.50,44.50,45.15,44.80,229.80,3.00,37.25,7.28,518400.00,-5400.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,187.50,41.40,41.40,41.40,41.40,41.40,229.80,1.00,12.36,2.24,91800.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,190.00,32.00,40.55,31.90,40.30,40.55,229.80,20.00,243.86,38.66,367200.00,-43200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,192.50,-,-,-,8.15,8.15,229.80,-,-,-,205200.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,195.00,27.10,35.45,27.10,35.25,35.35,229.80,18.00,221.81,32.27,329400.00,-37800.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,197.50,-,-,-,20.00,20.00,229.80,-,-,-,86400.00,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,200.00,17.60,30.65,17.60,29.70,29.85,229.80,79.00,970.00,116.80,723600.00,-232200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,202.50,23.30,28.00,23.30,28.00,28.00,229.80,11.00,135.59,15.30,32400.00,-43200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,205.00,12.65,25.50,12.65,24.35,24.70,229.80,44.00,537.31,50.23,383400.00,-118800.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,207.50,10.90,21.20,10.90,21.20,21.20,229.80,16.00,193.01,13.73,189000.00,-27000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,210.00,7.75,20.20,7.35,19.40,20.20,229.80,153.00,1858.90,123.88,729000.00,-351000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,212.50,10.00,18.00,9.35,18.00,18.00,229.80,9.00,109.71,6.44,129600.00,-43200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,215.00,3.10,15.35,2.65,15.00,15.00,229.80,137.00,1664.00,73.43,237600.00,-345600.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,217.50,1.75,12.95,1.75,9.95,9.95,229.80,90.00,1088.27,31.22,91800.00,-237600.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,220.00,0.90,10.30,0.85,9.85,9.55,229.80,1145.00,13905.63,303.03,194400.00,-2052000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,222.50,0.40,7.90,0.40,7.55,7.55,229.80,286.00,3502.07,65.78,64800.00,-459000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,225.00,0.30,5.85,0.30,4.85,4.70,229.80,1568.00,19287.06,235.86,264600.00,-1965600.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,227.50,0.25,3.45,0.25,2.30,2.45,229.80,270.00,3338.33,21.38,54000.00,-351000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,230.00,0.15,1.95,0.05,0.30,0.10,229.80,1820.00,22680.02,75.62,91800.00,-1900800.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,232.50,0.10,0.80,0.05,0.05,0.05,229.80,163.00,2049.52,3.06,91800.00,5400.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,235.00,0.10,0.50,0.05,0.05,0.05,229.80,496.00,6300.38,6.14,183600.00,-243000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,237.50,0.05,0.25,0.05,0.05,0.05,229.80,11.00,141.14,0.07,16200.00,5400.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,240.00,0.05,0.15,0.05,0.05,0.05,229.80,142.00,1840.91,0.59,248400.00,-97200.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,242.50,0.05,0.10,0.05,0.05,0.05,229.80,6.00,78.59,0.02,27000.00,10800.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,245.00,-,-,-,1.45,-,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,247.50,-,-,-,0.20,-,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,250.00,-,-,-,0.25,-,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,252.50,-,-,-,0.10,-,229.80,-,-,-,-,-,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,255.00,0.70,0.70,0.70,0.70,0.70,229.80,5.00,69.04,0.19,27000.00,27000.00,229.80
ABCAPITAL,25-Apr-2024,25-Apr-2024,CE,257.50,-,-,-,0.15,-,229.80,-,-,-,-,-,229.80
